Credito_Cuenta,Debito_Cuenta,FechaDeEntrada,Modulo,Cantidad,CodigoDeTransacción,NumeroDeTransacción,CR_Socio,DR_Socio,DR_Account,CR_Account
20001.01.00013687.0001,50003.01,3/31/2026,FIN DE MES,0.28,Pago De Interes 3/31/2026,Pago De Interes,13687,0,50003,20001
20001.01.00013691.0001,50003.01,3/31/2026,FIN DE MES,0.11,Pago De Interes 3/31/2026,Pago De Interes,13691,0,50003,20001
20001.01.00013692.0001,50003.01,3/31/2026,FIN DE MES,9.91,Pago De Interes 3/31/2026,Pago De Interes,13692,0,50003,20001
20001.01.00013693.0001,50003.01,3/31/2026,FIN DE MES,2.07,Pago De Interes 3/31/2026,Pago De Interes,13693,0,50003,20001
20001.01.00013695.0001,50003.01,3/31/2026,FIN DE MES,0.92,Pago De Interes 3/31/2026,Pago De Interes,13695,0,50003,20001
20001.01.00013696.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,13696,0,50003,20001
20001.01.00013699.0001,50003.01,3/31/2026,FIN DE MES,0.62,Pago De Interes 3/31/2026,Pago De Interes,13699,0,50003,20001
20001.01.00013700.0001,50003.01,3/31/2026,FIN DE MES,0.25,Pago De Interes 3/31/2026,Pago De Interes,13700,0,50003,20001
20001.01.00013704.0001,50003.01,3/31/2026,FIN DE MES,0.74,Pago De Interes 3/31/2026,Pago De Interes,13704,0,50003,20001
20001.01.00013707.0001,50003.01,3/31/2026,FIN DE MES,1.84,Pago De Interes 3/31/2026,Pago De Interes,13707,0,50003,20001
20001.01.00013711.0001,50003.01,3/31/2026,FIN DE MES,0.14,Pago De Interes 3/31/2026,Pago De Interes,13711,0,50003,20001
20001.01.00013714.0001,50003.01,3/31/2026,FIN DE MES,0.09,Pago De Interes 3/31/2026,Pago De Interes,13714,0,50003,20001
20001.01.00013715.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13715,0,50003,20001
20001.01.00013718.0001,50003.01,3/31/2026,FIN DE MES,1.92,Pago De Interes 3/31/2026,Pago De Interes,13718,0,50003,20001
20001.01.00013719.0001,50003.01,3/31/2026,FIN DE MES,11.56,Pago De Interes 3/31/2026,Pago De Interes,13719,0,50003,20001
20001.01.00013720.0001,50003.01,3/31/2026,FIN DE MES,0.36,Pago De Interes 3/31/2026,Pago De Interes,13720,0,50003,20001
20001.01.00013721.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13721,0,50003,20001
20001.01.00013722.0001,50003.01,3/31/2026,FIN DE MES,24.84,Pago De Interes 3/31/2026,Pago De Interes,13722,0,50003,20001
20001.01.00013723.0001,50003.01,3/31/2026,FIN DE MES,11.95,Pago De Interes 3/31/2026,Pago De Interes,13723,0,50003,20001
20001.01.00013724.0001,50003.01,3/31/2026,FIN DE MES,0.18,Pago De Interes 3/31/2026,Pago De Interes,13724,0,50003,20001
20001.01.00013726.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,13726,0,50003,20001
20001.01.00013727.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,13727,0,50003,20001
20001.01.00013728.0001,50003.01,3/31/2026,FIN DE MES,0.44,Pago De Interes 3/31/2026,Pago De Interes,13728,0,50003,20001
20001.01.00013729.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,13729,0,50003,20001
20001.01.00013730.0001,50003.01,3/31/2026,FIN DE MES,3.92,Pago De Interes 3/31/2026,Pago De Interes,13730,0,50003,20001
20001.01.00013740.0001,50003.01,3/31/2026,FIN DE MES,0.45,Pago De Interes 3/31/2026,Pago De Interes,13740,0,50003,20001
20001.01.00013741.0001,50003.01,3/31/2026,FIN DE MES,6.86,Pago De Interes 3/31/2026,Pago De Interes,13741,0,50003,20001
20001.01.00013743.0001,50003.01,3/31/2026,FIN DE MES,2.66,Pago De Interes 3/31/2026,Pago De Interes,13743,0,50003,20001
20001.01.00013744.0001,50003.01,3/31/2026,FIN DE MES,40.4,Pago De Interes 3/31/2026,Pago De Interes,13744,0,50003,20001
20001.01.00013747.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,13747,0,50003,20001
20001.01.00013748.0001,50003.01,3/31/2026,FIN DE MES,0.56,Pago De Interes 3/31/2026,Pago De Interes,13748,0,50003,20001
20001.01.00013749.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13749,0,50003,20001
20001.01.00013750.0001,50003.01,3/31/2026,FIN DE MES,0.59,Pago De Interes 3/31/2026,Pago De Interes,13750,0,50003,20001
20001.01.00013754.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13754,0,50003,20001
20001.01.00013755.0001,50003.01,3/31/2026,FIN DE MES,1.94,Pago De Interes 3/31/2026,Pago De Interes,13755,0,50003,20001
20001.01.00013757.0001,50003.01,3/31/2026,FIN DE MES,0.56,Pago De Interes 3/31/2026,Pago De Interes,13757,0,50003,20001
20001.01.00013759.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,13759,0,50003,20001
20001.01.00013766.0001,50003.01,3/31/2026,FIN DE MES,8.06,Pago De Interes 3/31/2026,Pago De Interes,13766,0,50003,20001
20001.01.00013768.0001,50003.01,3/31/2026,FIN DE MES,0.52,Pago De Interes 3/31/2026,Pago De Interes,13768,0,50003,20001
20001.01.00013770.0001,50003.01,3/31/2026,FIN DE MES,2.34,Pago De Interes 3/31/2026,Pago De Interes,13770,0,50003,20001
20001.01.00013774.0001,50003.01,3/31/2026,FIN DE MES,0.17,Pago De Interes 3/31/2026,Pago De Interes,13774,0,50003,20001
20001.01.00013776.0001,50003.01,3/31/2026,FIN DE MES,0.03,Pago De Interes 3/31/2026,Pago De Interes,13776,0,50003,20001
20001.01.00013780.0001,50003.01,3/31/2026,FIN DE MES,0.13,Pago De Interes 3/31/2026,Pago De Interes,13780,0,50003,20001
20001.01.00013781.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,13781,0,50003,20001
20001.01.00013782.0001,50003.01,3/31/2026,FIN DE MES,0.42,Pago De Interes 3/31/2026,Pago De Interes,13782,0,50003,20001
20001.01.00013783.0001,50003.01,3/31/2026,FIN DE MES,0.25,Pago De Interes 3/31/2026,Pago De Interes,13783,0,50003,20001
20001.01.00013789.0001,50003.01,3/31/2026,FIN DE MES,0.31,Pago De Interes 3/31/2026,Pago De Interes,13789,0,50003,20001
20001.01.00013797.0001,50003.01,3/31/2026,FIN DE MES,2.68,Pago De Interes 3/31/2026,Pago De Interes,13797,0,50003,20001
20001.01.00013799.0001,50003.01,3/31/2026,FIN DE MES,0.41,Pago De Interes 3/31/2026,Pago De Interes,13799,0,50003,20001
20001.01.00013803.0001,50003.01,3/31/2026,FIN DE MES,1,Pago De Interes 3/31/2026,Pago De Interes,13803,0,50003,20001
20001.01.00013804.0001,50003.01,3/31/2026,FIN DE MES,134.98,Pago De Interes 3/31/2026,Pago De Interes,13804,0,50003,20001
20001.01.00013807.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13807,0,50003,20001
20001.01.00013808.0001,50003.01,3/31/2026,FIN DE MES,0.09,Pago De Interes 3/31/2026,Pago De Interes,13808,0,50003,20001
20001.01.00013812.0001,50003.01,3/31/2026,FIN DE MES,2.88,Pago De Interes 3/31/2026,Pago De Interes,13812,0,50003,20001
20001.01.00013816.0001,50003.01,3/31/2026,FIN DE MES,0.21,Pago De Interes 3/31/2026,Pago De Interes,13816,0,50003,20001
20001.01.00013817.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,13817,0,50003,20001
20001.01.00013829.0001,50003.01,3/31/2026,FIN DE MES,0.3,Pago De Interes 3/31/2026,Pago De Interes,13829,0,50003,20001
20001.01.00013830.0001,50003.01,3/31/2026,FIN DE MES,0.42,Pago De Interes 3/31/2026,Pago De Interes,13830,0,50003,20001
20001.01.00013833.0001,50003.01,3/31/2026,FIN DE MES,0.24,Pago De Interes 3/31/2026,Pago De Interes,13833,0,50003,20001
20001.01.00013835.0001,50003.01,3/31/2026,FIN DE MES,0.38,Pago De Interes 3/31/2026,Pago De Interes,13835,0,50003,20001
20001.01.00013836.0001,50003.01,3/31/2026,FIN DE MES,33.78,Pago De Interes 3/31/2026,Pago De Interes,13836,0,50003,20001
20001.01.00013837.0001,50003.01,3/31/2026,FIN DE MES,0.47,Pago De Interes 3/31/2026,Pago De Interes,13837,0,50003,20001
20001.01.00013838.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13838,0,50003,20001
20001.01.00013841.0001,50003.01,3/31/2026,FIN DE MES,0.67,Pago De Interes 3/31/2026,Pago De Interes,13841,0,50003,20001
20001.01.00013843.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13843,0,50003,20001
20001.01.00013844.0001,50003.01,3/31/2026,FIN DE MES,0.06,Pago De Interes 3/31/2026,Pago De Interes,13844,0,50003,20001
20001.01.00013845.0001,50003.01,3/31/2026,FIN DE MES,0.04,Pago De Interes 3/31/2026,Pago De Interes,13845,0,50003,20001
20001.01.00013846.0001,50003.01,3/31/2026,FIN DE MES,0.06,Pago De Interes 3/31/2026,Pago De Interes,13846,0,50003,20001
20001.01.00013849.0001,50003.01,3/31/2026,FIN DE MES,0.17,Pago De Interes 3/31/2026,Pago De Interes,13849,0,50003,20001
20001.01.00013850.0001,50003.01,3/31/2026,FIN DE MES,0.54,Pago De Interes 3/31/2026,Pago De Interes,13850,0,50003,20001
20001.01.00013854.0001,50003.01,3/31/2026,FIN DE MES,0.7,Pago De Interes 3/31/2026,Pago De Interes,13854,0,50003,20001
20001.01.00013860.0001,50003.01,3/31/2026,FIN DE MES,0.06,Pago De Interes 3/31/2026,Pago De Interes,13860,0,50003,20001
20001.01.00013861.0001,50003.01,3/31/2026,FIN DE MES,1.01,Pago De Interes 3/31/2026,Pago De Interes,13861,0,50003,20001
20001.01.00013864.0001,50003.01,3/31/2026,FIN DE MES,0.53,Pago De Interes 3/31/2026,Pago De Interes,13864,0,50003,20001
20001.01.00013865.0001,50003.01,3/31/2026,FIN DE MES,1.34,Pago De Interes 3/31/2026,Pago De Interes,13865,0,50003,20001
20001.01.00013870.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13870,0,50003,20001
20001.01.00013873.0001,50003.01,3/31/2026,FIN DE MES,2.65,Pago De Interes 3/31/2026,Pago De Interes,13873,0,50003,20001
20001.01.00013875.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,13875,0,50003,20001
20001.01.00013876.0001,50003.01,3/31/2026,FIN DE MES,1.52,Pago De Interes 3/31/2026,Pago De Interes,13876,0,50003,20001
20001.01.00013877.0001,50003.01,3/31/2026,FIN DE MES,0.19,Pago De Interes 3/31/2026,Pago De Interes,13877,0,50003,20001
20001.01.00013880.0001,50003.01,3/31/2026,FIN DE MES,0.29,Pago De Interes 3/31/2026,Pago De Interes,13880,0,50003,20001
20001.01.00013882.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,13882,0,50003,20001
20001.01.00013885.0001,50003.01,3/31/2026,FIN DE MES,1.58,Pago De Interes 3/31/2026,Pago De Interes,13885,0,50003,20001
20001.01.00013888.0001,50003.01,3/31/2026,FIN DE MES,1.25,Pago De Interes 3/31/2026,Pago De Interes,13888,0,50003,20001
20001.01.00013889.0001,50003.01,3/31/2026,FIN DE MES,0.25,Pago De Interes 3/31/2026,Pago De Interes,13889,0,50003,20001
20001.01.00013891.0001,50003.01,3/31/2026,FIN DE MES,1.16,Pago De Interes 3/31/2026,Pago De Interes,13891,0,50003,20001
20001.01.00013892.0001,50003.01,3/31/2026,FIN DE MES,0.39,Pago De Interes 3/31/2026,Pago De Interes,13892,0,50003,20001
20001.01.00013893.0001,50003.01,3/31/2026,FIN DE MES,0.14,Pago De Interes 3/31/2026,Pago De Interes,13893,0,50003,20001
20001.01.00013896.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,13896,0,50003,20001
20001.01.00013897.0001,50003.01,3/31/2026,FIN DE MES,0.17,Pago De Interes 3/31/2026,Pago De Interes,13897,0,50003,20001
20001.01.00013899.0001,50003.01,3/31/2026,FIN DE MES,2.1,Pago De Interes 3/31/2026,Pago De Interes,13899,0,50003,20001
20001.01.00013901.0001,50003.01,3/31/2026,FIN DE MES,1.49,Pago De Interes 3/31/2026,Pago De Interes,13901,0,50003,20001
20001.01.00013904.0001,50003.01,3/31/2026,FIN DE MES,1.1,Pago De Interes 3/31/2026,Pago De Interes,13904,0,50003,20001
20001.01.00013907.0001,50003.01,3/31/2026,FIN DE MES,0.27,Pago De Interes 3/31/2026,Pago De Interes,13907,0,50003,20001
20001.01.00013909.0001,50003.01,3/31/2026,FIN DE MES,0.51,Pago De Interes 3/31/2026,Pago De Interes,13909,0,50003,20001
20001.01.00013911.0001,50003.01,3/31/2026,FIN DE MES,6.94,Pago De Interes 3/31/2026,Pago De Interes,13911,0,50003,20001
20001.01.00013914.0001,50003.01,3/31/2026,FIN DE MES,0.81,Pago De Interes 3/31/2026,Pago De Interes,13914,0,50003,20001
20001.01.00013916.0001,50003.01,3/31/2026,FIN DE MES,7.25,Pago De Interes 3/31/2026,Pago De Interes,13916,0,50003,20001
20001.01.00013919.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,13919,0,50003,20001
20001.01.00013923.0001,50003.01,3/31/2026,FIN DE MES,3.43,Pago De Interes 3/31/2026,Pago De Interes,13923,0,50003,20001
20001.01.00013925.0001,50003.01,3/31/2026,FIN DE MES,0.06,Pago De Interes 3/31/2026,Pago De Interes,13925,0,50003,20001
20001.01.00013927.0001,50003.01,3/31/2026,FIN DE MES,2.4,Pago De Interes 3/31/2026,Pago De Interes,13927,0,50003,20001
20001.01.00013929.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13929,0,50003,20001
20001.01.00013930.0001,50003.01,3/31/2026,FIN DE MES,1.27,Pago De Interes 3/31/2026,Pago De Interes,13930,0,50003,20001
20001.01.00013934.0001,50003.01,3/31/2026,FIN DE MES,1.07,Pago De Interes 3/31/2026,Pago De Interes,13934,0,50003,20001
20001.01.00013936.0001,50003.01,3/31/2026,FIN DE MES,5.11,Pago De Interes 3/31/2026,Pago De Interes,13936,0,50003,20001
20001.01.00013937.0001,50003.01,3/31/2026,FIN DE MES,0.06,Pago De Interes 3/31/2026,Pago De Interes,13937,0,50003,20001
20001.01.00013948.0001,50003.01,3/31/2026,FIN DE MES,0.16,Pago De Interes 3/31/2026,Pago De Interes,13948,0,50003,20001
20001.01.00013949.0001,50003.01,3/31/2026,FIN DE MES,102.44,Pago De Interes 3/31/2026,Pago De Interes,13949,0,50003,20001
20001.01.00013950.0001,50003.01,3/31/2026,FIN DE MES,24.67,Pago De Interes 3/31/2026,Pago De Interes,13950,0,50003,20001
20001.01.00013955.0001,50003.01,3/31/2026,FIN DE MES,0.74,Pago De Interes 3/31/2026,Pago De Interes,13955,0,50003,20001
20001.01.00013961.0001,50003.01,3/31/2026,FIN DE MES,0.39,Pago De Interes 3/31/2026,Pago De Interes,13961,0,50003,20001
20001.01.00013962.0001,50003.01,3/31/2026,FIN DE MES,0.08,Pago De Interes 3/31/2026,Pago De Interes,13962,0,50003,20001
20001.01.00013964.0001,50003.01,3/31/2026,FIN DE MES,10.81,Pago De Interes 3/31/2026,Pago De Interes,13964,0,50003,20001
20001.01.00013966.0001,50003.01,3/31/2026,FIN DE MES,20.63,Pago De Interes 3/31/2026,Pago De Interes,13966,0,50003,20001
20001.01.00013967.0001,50003.01,3/31/2026,FIN DE MES,0.43,Pago De Interes 3/31/2026,Pago De Interes,13967,0,50003,20001
20001.01.00013970.0001,50003.01,3/31/2026,FIN DE MES,0.61,Pago De Interes 3/31/2026,Pago De Interes,13970,0,50003,20001
20001.01.00013973.0001,50003.01,3/31/2026,FIN DE MES,0.43,Pago De Interes 3/31/2026,Pago De Interes,13973,0,50003,20001
20001.01.00013976.0001,50003.01,3/31/2026,FIN DE MES,5.44,Pago De Interes 3/31/2026,Pago De Interes,13976,0,50003,20001
20001.01.00013980.0001,50003.01,3/31/2026,FIN DE MES,8.61,Pago De Interes 3/31/2026,Pago De Interes,13980,0,50003,20001
20001.01.00013981.0001,50003.01,3/31/2026,FIN DE MES,6.92,Pago De Interes 3/31/2026,Pago De Interes,13981,0,50003,20001
20001.01.00013983.0001,50003.01,3/31/2026,FIN DE MES,7.17,Pago De Interes 3/31/2026,Pago De Interes,13983,0,50003,20001
20001.01.00013984.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13984,0,50003,20001
20001.01.00013985.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13985,0,50003,20001
20001.01.00013989.0001,50003.01,3/31/2026,FIN DE MES,2.74,Pago De Interes 3/31/2026,Pago De Interes,13989,0,50003,20001
20001.01.00013992.0001,50003.01,3/31/2026,FIN DE MES,0.27,Pago De Interes 3/31/2026,Pago De Interes,13992,0,50003,20001
20001.01.00013993.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,13993,0,50003,20001
20001.01.00013996.0001,50003.01,3/31/2026,FIN DE MES,1.78,Pago De Interes 3/31/2026,Pago De Interes,13996,0,50003,20001
20001.01.00013998.0001,50003.01,3/31/2026,FIN DE MES,1.79,Pago De Interes 3/31/2026,Pago De Interes,13998,0,50003,20001
20001.01.00013999.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,13999,0,50003,20001
20001.01.00014005.0001,50003.01,3/31/2026,FIN DE MES,3.76,Pago De Interes 3/31/2026,Pago De Interes,14005,0,50003,20001
20001.01.00014007.0001,50003.01,3/31/2026,FIN DE MES,0.16,Pago De Interes 3/31/2026,Pago De Interes,14007,0,50003,20001
20001.01.00014010.0001,50003.01,3/31/2026,FIN DE MES,14.74,Pago De Interes 3/31/2026,Pago De Interes,14010,0,50003,20001
20001.01.00014012.0001,50003.01,3/31/2026,FIN DE MES,0.71,Pago De Interes 3/31/2026,Pago De Interes,14012,0,50003,20001
20001.01.00014016.0001,50003.01,3/31/2026,FIN DE MES,68,Pago De Interes 3/31/2026,Pago De Interes,14016,0,50003,20001
20001.01.00014018.0001,50003.01,3/31/2026,FIN DE MES,0.03,Pago De Interes 3/31/2026,Pago De Interes,14018,0,50003,20001
20001.01.00014022.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,14022,0,50003,20001
20001.01.00014023.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,14023,0,50003,20001
20001.01.00014024.0001,50003.01,3/31/2026,FIN DE MES,0.09,Pago De Interes 3/31/2026,Pago De Interes,14024,0,50003,20001
20001.01.00014025.0001,50003.01,3/31/2026,FIN DE MES,0.71,Pago De Interes 3/31/2026,Pago De Interes,14025,0,50003,20001
20001.01.00014028.0001,50003.01,3/31/2026,FIN DE MES,0.06,Pago De Interes 3/31/2026,Pago De Interes,14028,0,50003,20001
20001.01.00014030.0001,50003.01,3/31/2026,FIN DE MES,136.52,Pago De Interes 3/31/2026,Pago De Interes,14030,0,50003,20001
20001.01.00014031.0001,50003.01,3/31/2026,FIN DE MES,4.22,Pago De Interes 3/31/2026,Pago De Interes,14031,0,50003,20001
20001.01.00014032.0001,50003.01,3/31/2026,FIN DE MES,0.17,Pago De Interes 3/31/2026,Pago De Interes,14032,0,50003,20001
20001.01.00014039.0001,50003.01,3/31/2026,FIN DE MES,0.22,Pago De Interes 3/31/2026,Pago De Interes,14039,0,50003,20001
20001.01.00014040.0001,50003.01,3/31/2026,FIN DE MES,0.49,Pago De Interes 3/31/2026,Pago De Interes,14040,0,50003,20001
20001.01.00014041.0001,50003.01,3/31/2026,FIN DE MES,0.38,Pago De Interes 3/31/2026,Pago De Interes,14041,0,50003,20001
20001.01.00014043.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,14043,0,50003,20001
20001.01.00014044.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,14044,0,50003,20001
20001.01.00014046.0001,50003.01,3/31/2026,FIN DE MES,67.82,Pago De Interes 3/31/2026,Pago De Interes,14046,0,50003,20001
20001.01.00014049.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,14049,0,50003,20001
20001.01.00014051.0001,50003.01,3/31/2026,FIN DE MES,62.23,Pago De Interes 3/31/2026,Pago De Interes,14051,0,50003,20001
20001.01.00014052.0001,50003.01,3/31/2026,FIN DE MES,0.06,Pago De Interes 3/31/2026,Pago De Interes,14052,0,50003,20001
20001.01.00014057.0001,50003.01,3/31/2026,FIN DE MES,39.44,Pago De Interes 3/31/2026,Pago De Interes,14057,0,50003,20001
20001.01.00014059.0001,50003.01,3/31/2026,FIN DE MES,0.03,Pago De Interes 3/31/2026,Pago De Interes,14059,0,50003,20001
20001.01.00014060.0001,50003.01,3/31/2026,FIN DE MES,4.42,Pago De Interes 3/31/2026,Pago De Interes,14060,0,50003,20001
20001.01.00014062.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,14062,0,50003,20001
20001.01.00014064.0001,50003.01,3/31/2026,FIN DE MES,0.08,Pago De Interes 3/31/2026,Pago De Interes,14064,0,50003,20001
20001.01.00014068.0001,50003.01,3/31/2026,FIN DE MES,0.65,Pago De Interes 3/31/2026,Pago De Interes,14068,0,50003,20001
20001.01.00014071.0001,50003.01,3/31/2026,FIN DE MES,0.2,Pago De Interes 3/31/2026,Pago De Interes,14071,0,50003,20001
20001.01.00014072.0001,50003.01,3/31/2026,FIN DE MES,0.15,Pago De Interes 3/31/2026,Pago De Interes,14072,0,50003,20001
20001.01.00014077.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,14077,0,50003,20001
20001.01.00014078.0001,50003.01,3/31/2026,FIN DE MES,0.03,Pago De Interes 3/31/2026,Pago De Interes,14078,0,50003,20001
20001.01.00014084.0001,50003.01,3/31/2026,FIN DE MES,1.41,Pago De Interes 3/31/2026,Pago De Interes,14084,0,50003,20001
20001.01.00014085.0001,50003.01,3/31/2026,FIN DE MES,11.23,Pago De Interes 3/31/2026,Pago De Interes,14085,0,50003,20001
20001.01.00014086.0001,50003.01,3/31/2026,FIN DE MES,0.12,Pago De Interes 3/31/2026,Pago De Interes,14086,0,50003,20001
20001.01.00014090.0001,50003.01,3/31/2026,FIN DE MES,1,Pago De Interes 3/31/2026,Pago De Interes,14090,0,50003,20001
20001.01.00014092.0001,50003.01,3/31/2026,FIN DE MES,6.66,Pago De Interes 3/31/2026,Pago De Interes,14092,0,50003,20001
20001.01.00014094.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,14094,0,50003,20001
20001.01.00014095.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,14095,0,50003,20001
20001.01.00014097.0001,50003.01,3/31/2026,FIN DE MES,0.25,Pago De Interes 3/31/2026,Pago De Interes,14097,0,50003,20001
20001.01.00014100.0001,50003.01,3/31/2026,FIN DE MES,0.05,Pago De Interes 3/31/2026,Pago De Interes,14100,0,50003,20001
20001.01.00014104.0001,50003.01,3/31/2026,FIN DE MES,1.51,Pago De Interes 3/31/2026,Pago De Interes,14104,0,50003,20001
20001.01.00014106.0001,50003.01,3/31/2026,FIN DE MES,1.06,Pago De Interes 3/31/2026,Pago De Interes,14106,0,50003,20001
20001.01.00014107.0001,50003.01,3/31/2026,FIN DE MES,0.12,Pago De Interes 3/31/2026,Pago De Interes,14107,0,50003,20001
20001.01.00014111.0001,50003.01,3/31/2026,FIN DE MES,8.4,Pago De Interes 3/31/2026,Pago De Interes,14111,0,50003,20001
20001.01.00014113.0001,50003.01,3/31/2026,FIN DE MES,4.16,Pago De Interes 3/31/2026,Pago De Interes,14113,0,50003,20001
20001.01.00014114.0001,50003.01,3/31/2026,FIN DE MES,0.59,Pago De Interes 3/31/2026,Pago De Interes,14114,0,50003,20001
20001.01.00014115.0001,50003.01,3/31/2026,FIN DE MES,1.03,Pago De Interes 3/31/2026,Pago De Interes,14115,0,50003,20001
20001.01.00014116.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,14116,0,50003,20001
20001.01.00014117.0001,50003.01,3/31/2026,FIN DE MES,0.18,Pago De Interes 3/31/2026,Pago De Interes,14117,0,50003,20001
20001.01.00014118.0001,50003.01,3/31/2026,FIN DE MES,28.15,Pago De Interes 3/31/2026,Pago De Interes,14118,0,50003,20001
20001.01.00014120.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,14120,0,50003,20001
20001.01.00014122.0001,50003.01,3/31/2026,FIN DE MES,0.28,Pago De Interes 3/31/2026,Pago De Interes,14122,0,50003,20001
20001.01.00014123.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,14123,0,50003,20001
20001.01.00014130.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,14130,0,50003,20001
20001.01.00014131.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,14131,0,50003,20001
20001.01.00014133.0001,50003.01,3/31/2026,FIN DE MES,0.03,Pago De Interes 3/31/2026,Pago De Interes,14133,0,50003,20001
20001.01.00014134.0001,50003.01,3/31/2026,FIN DE MES,11.22,Pago De Interes 3/31/2026,Pago De Interes,14134,0,50003,20001
20001.01.00014135.0001,50003.01,3/31/2026,FIN DE MES,0.11,Pago De Interes 3/31/2026,Pago De Interes,14135,0,50003,20001
20001.01.00014137.0001,50003.01,3/31/2026,FIN DE MES,2.61,Pago De Interes 3/31/2026,Pago De Interes,14137,0,50003,20001
20001.01.00014138.0001,50003.01,3/31/2026,FIN DE MES,6.36,Pago De Interes 3/31/2026,Pago De Interes,14138,0,50003,20001
20001.01.00014140.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,14140,0,50003,20001
20001.01.00014141.0001,50003.01,3/31/2026,FIN DE MES,0.56,Pago De Interes 3/31/2026,Pago De Interes,14141,0,50003,20001
20001.01.00014142.0001,50003.01,3/31/2026,FIN DE MES,0.24,Pago De Interes 3/31/2026,Pago De Interes,14142,0,50003,20001
20001.01.00014145.0001,50003.01,3/31/2026,FIN DE MES,0.07,Pago De Interes 3/31/2026,Pago De Interes,14145,0,50003,20001
20001.01.00014146.0001,50003.01,3/31/2026,FIN DE MES,0.02,Pago De Interes 3/31/2026,Pago De Interes,14146,0,50003,20001
20001.01.00014149.0001,50003.01,3/31/2026,FIN DE MES,0.01,Pago De Interes 3/31/2026,Pago De Interes,14149,0,50003,20001
